Date,Asset,Daily Return,Asset Class
2023-12-11,BTC-INR,-0.05898123599625882,Crypto
2023-12-12,BTC-INR,0.005591119316995519,Crypto
2023-12-13,BTC-INR,0.03341537952366047,Crypto
2023-12-14,BTC-INR,0.003295477140116354,Crypto
2023-12-15,BTC-INR,-0.028444085985951717,Crypto
2023-12-16,BTC-INR,0.007401940550266106,Crypto
2023-12-17,BTC-INR,-0.020725346133371958,Crypto
2023-12-18,BTC-INR,0.03150888377130778,Crypto
2023-12-19,BTC-INR,-0.008767559001561454,Crypto
2023-12-20,BTC-INR,0.03491989418498598,Crypto
2023-12-21,BTC-INR,0.003332222317443456,Crypto
2023-12-22,BTC-INR,0.005388788659811405,Crypto
2023-12-23,BTC-INR,-0.005883963676192705,Crypto
2023-12-24,BTC-INR,-0.01844827519984904,Crypto
2023-12-25,BTC-INR,0.013879082934060927,Crypto
2023-12-26,BTC-INR,-0.0249316041675971,Crypto
2023-12-27,BTC-INR,0.022743293407286425,Crypto
2023-12-28,BTC-INR,-0.023207705327492834,Crypto
2023-12-29,BTC-INR,-0.008490031993362845,Crypto
2023-12-30,BTC-INR,0.0013657895548069288,Crypto
2023-12-31,BTC-INR,0.002720157297663617,Crypto
2024-01-01,BTC-INR,0.04464492824484423,Crypto
2024-01-02,BTC-INR,0.01856906860971308,Crypto
2024-01-03,BTC-INR,-0.046232370413585855,Crypto
2024-01-04,BTC-INR,0.030230660235916584,Crypto
2024-01-05,BTC-INR,-0.001107543613183326,Crypto
2024-01-06,BTC-INR,-0.003928606376001675,Crypto
2024-01-07,BTC-INR,-0.001241579255474634,Crypto
2024-01-08,BTC-INR,0.06728519556062795,Crypto
2024-01-09,BTC-INR,-0.01670714950407992,Crypto
2024-01-10,BTC-INR,0.00915279665491564,Crypto
2024-01-11,BTC-INR,-0.004843680458276323,Crypto
2024-01-12,BTC-INR,-0.07797721011838865,Crypto
2024-01-13,BTC-INR,-0.0002517142047055998,Crypto
2024-01-14,BTC-INR,-0.02447523102846072,Crypto
2024-01-15,BTC-INR,0.016940483089974423,Crypto
2024-01-16,BTC-INR,0.01793982118091786,Crypto
2024-01-17,BTC-INR,-0.009024407300039616,Crypto
2024-01-18,BTC-INR,-0.03428493232991725,Crypto
2024-01-19,BTC-INR,0.008126175039184336,Crypto
2024-01-20,BTC-INR,0.0011335716054694522,Crypto
2024-01-21,BTC-INR,-0.0028270387736120117,Crypto
2024-01-22,BTC-INR,-0.04941907244581134,Crypto
2024-01-23,BTC-INR,0.010092741767210978,Crypto
2024-01-24,BTC-INR,0.004408683954650661,Crypto
2024-01-25,BTC-INR,-0.00305565175853284,Crypto
2024-01-26,BTC-INR,0.04676107192261414,Crypto
2024-01-27,BTC-INR,0.007250291648016383,Crypto
2024-01-28,BTC-INR,-0.0019958312413250745,Crypto
2024-01-29,BTC-INR,0.030231672884584393,Crypto
2024-01-30,BTC-INR,-0.008259475977983488,Crypto
2024-01-31,BTC-INR,-0.009295255350952103,Crypto
2024-02-01,BTC-INR,0.010207542477703724,Crypto
2024-02-02,BTC-INR,0.003279616541879582,Crypto
2024-02-03,BTC-INR,-0.004483162734992163,Crypto
2024-02-04,BTC-INR,-0.00953278047078554,Crypto
2024-02-05,BTC-INR,0.002327776938011006,Crypto
2024-02-06,BTC-INR,0.010292911324086607,Crypto
2024-02-07,BTC-INR,0.027614282949203206,Crypto
2024-02-08,BTC-INR,0.022116869378296267,Crypto
2024-02-09,BTC-INR,0.041142127057824496,Crypto
2024-02-10,BTC-INR,0.013236818656523264,Crypto
2024-02-11,BTC-INR,0.01091081752425671,Crypto
2024-02-12,BTC-INR,0.03418960064624765,Crypto
2024-02-13,BTC-INR,-0.0034230127541112765,Crypto
2024-02-14,BTC-INR,0.04127635395484108,Crypto
2024-02-15,BTC-INR,0.0020918501170796855,Crypto
2024-02-16,BTC-INR,0.004321322610936207,Crypto
2024-02-17,BTC-INR,-0.009532239002273069,Crypto
2024-02-18,BTC-INR,0.00889253147903224,Crypto
2024-02-19,BTC-INR,-0.006509733110649174,Crypto
2024-02-20,BTC-INR,0.007896153720446053,Crypto
2024-02-21,BTC-INR,-0.007674576624824958,Crypto
2024-02-22,BTC-INR,-0.011084491306464939,Crypto
2024-02-23,BTC-INR,-0.011056680230026372,Crypto
2024-02-24,BTC-INR,0.016540884706224723,Crypto
2024-02-25,BTC-INR,0.0031593377509628873,Crypto
2024-02-26,BTC-INR,0.053520584773022684,Crypto
2024-02-27,BTC-INR,0.0481725383104612,Crypto
2024-02-28,BTC-INR,0.09450921389490907,Crypto
2024-02-29,BTC-INR,-0.020876303231297744,Crypto
2024-03-01,BTC-INR,0.019463296557548082,Crypto
2024-03-02,BTC-INR,-0.006578801748354457,Crypto
2024-03-03,BTC-INR,0.018339945745689423,Crypto
2024-03-04,BTC-INR,0.08258817821504638,Crypto
2024-03-05,BTC-INR,-0.06658494832089801,Crypto
2024-03-06,BTC-INR,0.03531612906519843,Crypto
2024-03-07,BTC-INR,0.011207100302068174,Crypto
2024-03-08,BTC-INR,0.020900857615583135,Crypto
2024-03-09,BTC-INR,0.002910477773061748,Crypto
2024-03-10,BTC-INR,0.007645838548610229,Crypto
2024-03-11,BTC-INR,0.04526161095405756,Crypto
2024-03-12,BTC-INR,-0.00822897313078097,Crypto
2024-03-13,BTC-INR,0.022388534848977626,Crypto
2024-03-14,BTC-INR,-0.02151932576606097,Crypto
2024-03-15,BTC-INR,-0.028797806421639205,Crypto
2024-03-16,BTC-INR,-0.05891109666812622,Crypto
2024-03-17,BTC-INR,0.04707950528077309,Crypto
2024-03-18,BTC-INR,-0.012117764262438713,Crypto
2024-03-19,BTC-INR,-0.08218825720310274,Crypto
2024-03-20,BTC-INR,0.09740549679420152,Crypto
2024-03-21,BTC-INR,-0.03380462223609004,Crypto
2024-03-22,BTC-INR,-0.02172000756713488,Crypto
2024-03-23,BTC-INR,0.004444143091504094,Crypto
2024-03-24,BTC-INR,0.04963077514018832,Crypto
2024-03-25,BTC-INR,0.03821827779935849,Crypto
2024-03-26,BTC-INR,-0.0005814956716398978,Crypto
2024-03-27,BTC-INR,-0.007303658455980355,Crypto
2024-03-28,BTC-INR,0.018984177664199242,Crypto
2024-03-29,BTC-INR,-0.012176645516287055,Crypto
2024-03-30,BTC-INR,-0.0035415001722318706,Crypto
2024-03-31,BTC-INR,0.024158475480166475,Crypto
2024-04-01,BTC-INR,-0.022444610619242078,Crypto
2024-04-02,BTC-INR,-0.06175269544769213,Crypto
2024-04-03,BTC-INR,0.008437261916895755,Crypto
2024-04-04,BTC-INR,0.039659766988268785,Crypto
2024-04-05,BTC-INR,-0.01198545467007417,Crypto
2024-04-06,BTC-INR,0.015602910554161076,Crypto
2024-04-07,BTC-INR,0.006770179392415976,Crypto
2024-04-08,BTC-INR,0.03237934010552479,Crypto
2024-04-09,BTC-INR,-0.03532589538799835,Crypto
2024-04-10,BTC-INR,0.023268078289368832,Crypto
2024-04-11,BTC-INR,-0.008225189431397162,Crypto
2024-04-12,BTC-INR,-0.037876743293969395,Crypto
2024-04-13,BTC-INR,-0.05021725286018752,Crypto
2024-04-14,BTC-INR,0.030040850226673355,Crypto
2024-04-15,BTC-INR,-0.03639030951398292,Crypto
2024-04-16,BTC-INR,0.008026172074498517,Crypto
2024-04-17,BTC-INR,-0.040551822903765355,Crypto
2024-04-18,BTC-INR,0.03586117648459797,Crypto
2024-04-19,BTC-INR,0.0031050539483334916,Crypto
2024-04-20,BTC-INR,0.018026405574351534,Crypto
2024-04-21,BTC-INR,-0.000861567421549303,Crypto
2024-04-22,BTC-INR,0.029491716205413354,Crypto
2024-04-23,BTC-INR,-0.007627461588856965,Crypto
2024-04-24,BTC-INR,-0.031501701832077456,Crypto
2024-04-25,BTC-INR,0.0025183601061742333,Crypto
2024-04-26,BTC-INR,-0.009868910766422156,Crypto
2024-04-27,BTC-INR,-0.0052729273040141855,Crypto
2024-04-28,BTC-INR,-0.00482264990229353,Crypto
2024-04-29,BTC-INR,0.012041482931496317,Crypto
2024-04-30,BTC-INR,-0.04957447058133391,Crypto
2024-05-01,BTC-INR,-0.040355553273244915,Crypto
